16.3251 	INFO 	Loaded monitor calibration from ['2024_08_09 11:30']
16.6601 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAEC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAE60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EACB0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000245BE1C04F0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 290.0], screen=0, size=array([800, 500]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.6602 	EXP 	window1: backgroundImage = ''
16.6602 	EXP 	window1: backgroundFit = 'none'
16.6604 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.6605 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.6646 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.6659 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.7020 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.7022 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.7028 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.7033 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000245BE0EAFE0>
16.7225 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
16.7225 	EXP 	window1: recordFrameIntervals = False
16.9264 	EXP 	window1: recordFrameIntervals = True
17.1076 	EXP 	Screen (0) actual frame rate measured at 60.11Hz
17.1077 	EXP 	window1: recordFrameIntervals = False
17.1078 	EXP 	window1: mouseVisible = True
17.1132 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
18.7077 	INFO 	keyboard.Keyboard is using iohub backend.
18.7078 	EXP 	visual_search1: status = STARTED
18.7081 	EXP 	window1: mouseVisible = True
